sample	TN	PATIENT	cancer	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-B8-4620-01	tumor	TCGA-B8-4620	KIRC	8.49	7.7	7.58	10.49	10.31	10.4	9.38	9.19	12.92	6.82
TCGA-B8-4620-11	normal	TCGA-B8-4620	KIRC	9.63	7.25	7.2	11.31	10.06	11.09	10.49	9.41	12.49	4.22
TCGA-B8-4622-01	tumor	TCGA-B8-4622	KIRC	8.8	7.89	6.59	11.12	10.06	10.22	9.35	8.94	12.54	4.73
TCGA-B8-4622-11	normal	TCGA-B8-4622	KIRC	10.65	7.93	7.18	11.89	10.65	11.54	11.06	8.82	13.67	3.59
TCGA-B8-5549-01	tumor	TCGA-B8-5549	KIRC	9.43	7.98	6.87	10.83	10.28	10.4	9.63	9.19	11.37	6.43
TCGA-B8-5549-11	normal	TCGA-B8-5549	KIRC	9.76	7.26	7.06	11.72	10.77	11.81	10.82	9.52	12.4	0
TCGA-B8-5552-01	tumor	TCGA-B8-5552	KIRC	8.96	7.42	7	10.6	9.8	10.15	9.7	9.54	11.86	5.72
TCGA-B8-5552-11	normal	TCGA-B8-5552	KIRC	10.16	6.86	7.53	11.5	10.79	10.69	10.4	9.66	14.11	1.2
TCGA-CJ-5672-01	tumor	TCGA-CJ-5672	KIRC	9.33	7.29	7.46	11.31	9.64	10.98	9.34	8.57	12.19	7.04
TCGA-CJ-5672-11	normal	TCGA-CJ-5672	KIRC	10.07	7.75	7.06	12.09	10.95	12.16	11.04	9.13	12.54	1.16
TCGA-CJ-5676-01	tumor	TCGA-CJ-5676	KIRC	9.08	7.48	6.86	10.08	9.55	10.46	10.01	8.38	11.32	7.68
TCGA-CJ-5676-11	normal	TCGA-CJ-5676	KIRC	10.22	7.73	7.05	11.67	10.6	11.69	10.95	9.23	13.36	0.69
TCGA-CJ-5677-01	tumor	TCGA-CJ-5677	KIRC	9.23	7.26	6.94	11.24	9.57	10.52	9.71	7.98	12.55	5.33
TCGA-CJ-5677-11	normal	TCGA-CJ-5677	KIRC	10.37	7.81	7.01	11.92	10.58	11.61	10.81	9.44	13.44	1.06
TCGA-CJ-5678-01	tumor	TCGA-CJ-5678	KIRC	9.93	7.88	6.86	10.75	9.99	10.66	10.36	7.65	12.07	8.58
TCGA-CJ-5678-11	normal	TCGA-CJ-5678	KIRC	10.62	7.99	6.65	11.84	10.58	11.64	11.01	9.31	13.38	2.16
TCGA-CJ-5679-01	tumor	TCGA-CJ-5679	KIRC	9.49	7.2	6.96	11.63	9.72	10.98	9.73	7.96	12.61	8.12
TCGA-CJ-5679-11	normal	TCGA-CJ-5679	KIRC	10.26	7.65	7.01	11.74	10.57	11.56	10.77	9.43	13.42	1.71
TCGA-CJ-5680-01	tumor	TCGA-CJ-5680	KIRC	9.2	7.58	6.76	11.62	10.68	11.61	10.69	8.88	13.39	4.41
TCGA-CJ-5680-11	normal	TCGA-CJ-5680	KIRC	9.32	7.34	6.44	11.31	10.13	11.22	10.51	9.48	12.99	0.43
TCGA-CJ-5681-01	tumor	TCGA-CJ-5681	KIRC	9.76	7.45	6.35	11.99	10.98	11.32	10.58	8.87	10.88	7.08
TCGA-CJ-5681-11	normal	TCGA-CJ-5681	KIRC	10.66	7.98	6.84	11.94	10.94	11.72	11.02	9.07	13.18	5.68
TCGA-CJ-5689-01	tumor	TCGA-CJ-5689	KIRC	9.4	7.57	6.85	11	10.06	10.79	10.24	8.85	11.87	7.93
TCGA-CJ-5689-11	normal	TCGA-CJ-5689	KIRC	9.92	7.2	7.06	11.7	10.66	12.09	10.78	9.33	12.66	2.36
TCGA-CJ-6030-01	tumor	TCGA-CJ-6030	KIRC	9.03	7.4	7.28	10.82	9.8	10.12	9.76	9.4	11.75	5.73
TCGA-CJ-6030-11	normal	TCGA-CJ-6030	KIRC	10.66	8.12	6.91	12.25	10.97	12.03	11.28	8.99	13.68	1.11
TCGA-CJ-6033-01	tumor	TCGA-CJ-6033	KIRC	9.35	7.54	6.69	10.54	9.56	10.28	10.17	8.64	11.18	8.06
TCGA-CJ-6033-11	normal	TCGA-CJ-6033	KIRC	10.03	8	6.63	11.99	10.71	12.34	11.4	8.73	12.23	2.59
TCGA-CW-5580-01	tumor	TCGA-CW-5580	KIRC	8.61	7.68	6.87	10.91	10.33	10.27	9.41	9.53	12.5	6.45
TCGA-CW-5580-11	normal	TCGA-CW-5580	KIRC	9.96	7.97	7.5	12	10.96	12.14	11.08	9.24	12.04	1.63
TCGA-CW-5581-01	tumor	TCGA-CW-5581	KIRC	9.34	6.92	6.7	11.22	10.42	10.92	10.17	9.16	12.79	5.01
TCGA-CW-5581-11	normal	TCGA-CW-5581	KIRC	10.4	8.28	7.1	12.06	10.72	11.77	10.95	9.18	13.33	0.55
TCGA-CW-5584-01	tumor	TCGA-CW-5584	KIRC	8.96	7.44	6.33	11.32	10.55	10.77	9.83	9.15	12.22	6.52
TCGA-CW-5584-11	normal	TCGA-CW-5584	KIRC	9.62	7.14	6.56	11.61	10.46	11.87	10.97	9.32	13.01	2.57
TCGA-CW-5585-01	tumor	TCGA-CW-5585	KIRC	9.03	7.68	6.45	10.65	9.89	10.55	10.05	8.94	11.72	5.99
TCGA-CW-5585-11	normal	TCGA-CW-5585	KIRC	10.45	8.25	6.92	12.13	10.76	11.77	11.03	8.97	13.29	0.72
TCGA-CW-5587-01	tumor	TCGA-CW-5587	KIRC	9.56	7.69	7.44	11.15	10.38	10.45	9.71	9.08	12.75	5.54
TCGA-CW-5587-11	normal	TCGA-CW-5587	KIRC	10.48	8.17	7.03	12.27	10.9	11.93	11.13	9.1	13.65	0.77
TCGA-CW-5589-01	tumor	TCGA-CW-5589	KIRC	9.17	7.86	7.14	10.95	10.16	10.51	9.89	8.86	12.19	6.09
TCGA-CW-5589-11	normal	TCGA-CW-5589	KIRC	10.24	7.96	7.02	12.06	10.69	11.87	11.05	9.15	13.25	1.24
TCGA-CW-5591-01	tumor	TCGA-CW-5591	KIRC	9.35	7.2	6.83	11.57	10.45	11.77	10.81	9.38	13.08	1.07
TCGA-CW-5591-11	normal	TCGA-CW-5591	KIRC	8.85	6.99	6.81	10.86	9.8	10.7	9.32	8.61	12.44	6.12
TCGA-CW-6087-01	tumor	TCGA-CW-6087	KIRC	8.4	7.31	6.67	11.7	10.08	10.39	10.09	9.71	12.77	4.47
TCGA-CW-6087-11	normal	TCGA-CW-6087	KIRC	10.45	8.37	7.45	12.46	11.51	12.75	11.54	9.08	12.9	1.02
TCGA-CW-6088-01	tumor	TCGA-CW-6088	KIRC	8.1	8.05	6.79	10.96	9.31	10.34	9.38	9.57	12.19	5.55
TCGA-CW-6088-11	normal	TCGA-CW-6088	KIRC	9.58	7.95	6.96	12.08	11.28	12.19	10.99	9.49	12.3	0
TCGA-CW-6090-01	tumor	TCGA-CW-6090	KIRC	8.59	8.25	7.78	10.53	10.03	10.14	9.91	8.69	11.05	7.93
TCGA-CW-6090-11	normal	TCGA-CW-6090	KIRC	10.55	8.04	6.9	12.27	10.92	11.85	10.96	9.4	14.08	0
TCGA-CZ-4863-01	tumor	TCGA-CZ-4863	KIRC	9.05	7.96	7.26	11.13	10.1	10.62	9.9	8.88	12.12	8.17
TCGA-CZ-4863-11	normal	TCGA-CZ-4863	KIRC	10.34	7.56	7.14	11.46	10.79	11.67	10.95	9.19	14.89	1.25
TCGA-CZ-4864-01	tumor	TCGA-CZ-4864	KIRC	8.54	8.14	7.33	10.88	10.3	10.32	9.5	8.89	11.71	7.03
TCGA-CZ-4864-11	normal	TCGA-CZ-4864	KIRC	10.4	8.21	6.92	12.17	10.71	11.89	11.15	8.98	13.75	2.56
TCGA-CZ-4865-01	tumor	TCGA-CZ-4865	KIRC	9.69	7.45	6.77	11.2	9.9	10.99	10.21	8.66	11.85	6.48
TCGA-CZ-4865-11	normal	TCGA-CZ-4865	KIRC	10.36	7.59	7.35	11.58	10.83	11.96	11.01	9.36	14.1	1.09
TCGA-CZ-5451-01	tumor	TCGA-CZ-5451	KIRC	8.74	8.21	6.41	11.09	10.13	10.62	9.63	8.8	12.08	7.56
TCGA-CZ-5451-11	normal	TCGA-CZ-5451	KIRC	10.63	8.35	6.6	12.2	10.86	11.99	11.22	9.02	13.63	0.38
TCGA-CZ-5452-01	tumor	TCGA-CZ-5452	KIRC	8.79	8.51	7.25	11.06	10.01	10.59	10.03	8.52	11.99	7.24
TCGA-CZ-5452-11	normal	TCGA-CZ-5452	KIRC	9.94	8.25	6.93	11.82	11.04	12.19	11.11	9.19	13.25	1.4
TCGA-CZ-5453-01	tumor	TCGA-CZ-5453	KIRC	9.22	8.57	7.96	11.03	10.3	11.26	9.73	9.41	12.48	5.63
TCGA-CZ-5453-11	normal	TCGA-CZ-5453	KIRC	10	7.53	7.38	11.93	11.3	12.13	11.01	9.24	13.32	0.35
TCGA-CZ-5454-01	tumor	TCGA-CZ-5454	KIRC	9.28	8.73	6.99	10.77	10.28	10.44	9.48	8.79	11.83	6.77
TCGA-CZ-5454-11	normal	TCGA-CZ-5454	KIRC	9.85	7.54	7.39	11.89	10.78	12.2	11.11	9.22	12.19	1.49
TCGA-CZ-5455-01	tumor	TCGA-CZ-5455	KIRC	9.17	7.8	7.3	11.09	10.3	10.43	9.93	9.5	12.1	6.24
TCGA-CZ-5455-11	normal	TCGA-CZ-5455	KIRC	10.31	7.95	7.6	12.08	11.25	12.57	11.39	8.67	12.63	1.93
TCGA-CZ-5456-01	tumor	TCGA-CZ-5456	KIRC	8.79	7.44	5.66	10.58	9.78	10.08	9.26	8.69	12.49	7.53
TCGA-CZ-5456-11	normal	TCGA-CZ-5456	KIRC	10.13	7.41	6.78	11.84	10.87	12.46	11.36	8.78	12.65	1.06
TCGA-CZ-5457-01	tumor	TCGA-CZ-5457	KIRC	9.37	8.31	7.6	11.34	10.18	10.05	9.97	8.64	12.43	7.12
TCGA-CZ-5457-11	normal	TCGA-CZ-5457	KIRC	10.33	7.5	7.32	11.72	10.95	12.46	11.13	8.98	13.6	1.18
TCGA-CZ-5458-01	tumor	TCGA-CZ-5458	KIRC	8.58	8.01	5.95	10.52	9.08	10.5	9.78	8.61	11.58	6.16
TCGA-CZ-5458-11	normal	TCGA-CZ-5458	KIRC	10.43	7.52	6.57	11.94	11.08	12.4	11.32	9.31	13.73	0.78
TCGA-CZ-5461-01	tumor	TCGA-CZ-5461	KIRC	8.94	8.15	7.15	11.13	10.39	10.73	9.86	9.09	12.5	6.87
TCGA-CZ-5461-11	normal	TCGA-CZ-5461	KIRC	10.31	7.91	7.68	12.36	11.15	12.47	11.31	9.44	12.65	2.03
TCGA-CZ-5462-01	tumor	TCGA-CZ-5462	KIRC	9.33	8.01	7.66	11.61	9.74	10.31	9.86	8.73	12.05	7.35
TCGA-CZ-5462-11	normal	TCGA-CZ-5462	KIRC	10.23	7.69	7.43	12.26	11.38	12.57	11.59	8.86	12.19	2.98
TCGA-CZ-5463-01	tumor	TCGA-CZ-5463	KIRC	9.51	8.89	7.37	11.76	10.9	11.26	9.93	9.31	12.73	4.09
TCGA-CZ-5463-11	normal	TCGA-CZ-5463	KIRC	10	8.04	7.36	12.34	11.04	12.24	11.21	9.2	12.56	2.61
TCGA-CZ-5465-01	tumor	TCGA-CZ-5465	KIRC	8.59	8	7.54	10.9	10.11	10.55	9.48	9.25	12.17	6.51
TCGA-CZ-5465-11	normal	TCGA-CZ-5465	KIRC	10.15	7.62	7.37	11.99	11.18	12.26	11.21	9.25	13.6	1.04
TCGA-CZ-5466-01	tumor	TCGA-CZ-5466	KIRC	9.31	7.84	7.01	11.44	10.06	10.89	9.71	8.86	12.72	7.33
TCGA-CZ-5466-11	normal	TCGA-CZ-5466	KIRC	10.62	8.12	7.33	12.03	10.8	11.66	11.16	9.06	13.57	0.35
TCGA-CZ-5467-01	tumor	TCGA-CZ-5467	KIRC	8.95	8.1	6.86	10.62	10.18	10.52	9.65	9.14	11.69	6.45
TCGA-CZ-5467-11	normal	TCGA-CZ-5467	KIRC	10.36	7.31	7.33	12.13	11.04	12.5	11.29	9.2	12.79	1.93
TCGA-CZ-5468-01	tumor	TCGA-CZ-5468	KIRC	8.95	7.32	6.44	11.13	9.43	11.54	9.57	8.32	10.63	5.31
TCGA-CZ-5468-11	normal	TCGA-CZ-5468	KIRC	10.07	7.65	7.36	11.72	10.52	12.23	11.22	8.99	12.79	2.61
TCGA-CZ-5469-01	tumor	TCGA-CZ-5469	KIRC	8.26	7.7	7.77	9.73	9.25	10.81	9.96	7.82	12.69	4.43
TCGA-CZ-5469-11	normal	TCGA-CZ-5469	KIRC	10.13	7.58	7.74	11.89	10.78	12.73	11.26	9.36	13.4	0.65
TCGA-CZ-5470-01	tumor	TCGA-CZ-5470	KIRC	9.29	8.06	7.32	11.3	10.6	12.22	10.69	8.39	12.81	7.65
TCGA-CZ-5470-11	normal	TCGA-CZ-5470	KIRC	9.87	7.91	7.27	11.74	10.78	11.96	11.07	8.72	12	2.4
TCGA-CZ-5982-01	tumor	TCGA-CZ-5982	KIRC	9.46	6.88	6.19	11.05	10.15	10.36	8.94	9.44	13.08	5.03
TCGA-CZ-5982-11	normal	TCGA-CZ-5982	KIRC	10.48	8.33	6.61	12.21	10.89	11.64	10.96	9.43	13.79	0.5
TCGA-CZ-5984-01	tumor	TCGA-CZ-5984	KIRC	9.16	8.01	7.25	11.37	9.99	10.55	9.28	8.56	12.28	6.71
TCGA-CZ-5984-11	normal	TCGA-CZ-5984	KIRC	10.37	8.19	7.15	11.96	10.66	11.56	11.04	9.29	13.56	0.77
TCGA-CZ-5985-01	tumor	TCGA-CZ-5985	KIRC	8.89	8.47	6.93	11.24	9.62	10.6	9.61	9.26	12.92	5.94
TCGA-CZ-5985-11	normal	TCGA-CZ-5985	KIRC	10.51	8	7.11	12.12	10.87	11.82	11.05	9.31	13.45	0
TCGA-CZ-5986-01	tumor	TCGA-CZ-5986	KIRC	8.66	8.39	7.02	11.38	10.41	10.53	9.28	9.88	12.8	4.18
TCGA-CZ-5986-11	normal	TCGA-CZ-5986	KIRC	10.39	8.17	7.03	12.23	11.07	12.02	11.17	9.28	13.02	0.97
TCGA-CZ-5987-01	tumor	TCGA-CZ-5987	KIRC	8.89	7.78	6.61	11.22	10.35	10.84	9.39	8.69	13.08	7.47
TCGA-CZ-5987-11	normal	TCGA-CZ-5987	KIRC	9.5	7.17	6.61	11.55	10.36	11.3	10.73	9.48	12.66	1.89
TCGA-CZ-5988-01	tumor	TCGA-CZ-5988	KIRC	8.71	7.47	6.59	11.31	10.01	9.99	9.5	9.03	12.21	5.52
TCGA-CZ-5988-11	normal	TCGA-CZ-5988	KIRC	10.39	8.34	7.32	12.15	10.88	11.88	11.03	9.41	13.48	0.6
TCGA-CZ-5989-01	tumor	TCGA-CZ-5989	KIRC	10.55	8.2	8.51	11.98	11.52	9.79	9.94	9.08	13.75	5.01
TCGA-CZ-5989-11	normal	TCGA-CZ-5989	KIRC	9.19	7.47	7.03	11.29	10.43	11.58	10.9	9.32	13.11	1.22
TCGA-A4-A4ZT-01	tumor	TCGA-A4-A4ZT	KIRP	8.53	7.58	7.01	12.73	10.56	11.83	11.07	8.6	13.03	6.94
TCGA-A4-A4ZT-11	normal	TCGA-A4-A4ZT	KIRP	9.87	7.97	7.28	11.91	10.86	12.35	11.12	8.69	12.18	1.71
TCGA-A4-A57E-01	tumor	TCGA-A4-A57E	KIRP	9.72	8.78	7.14	11.65	11.12	12	9.52	7.89	13.81	1.56
TCGA-A4-A57E-11	normal	TCGA-A4-A57E	KIRP	10.03	8.51	7.17	11.92	10.47	12.29	11.34	8.52	12.18	1.55
TCGA-B9-4115-01	tumor	TCGA-B9-4115	KIRP	9.1	8.61	7.52	12.33	10.37	11.62	10.9	7.41	12.23	4.92
TCGA-B9-4115-11	normal	TCGA-B9-4115	KIRP	10.34	8.06	6.74	12.02	10.96	12.13	10.94	9.15	13.16	1.9
TCGA-BQ-5875-01	tumor	TCGA-BQ-5875	KIRP	9.16	7.7	6.8	12.25	12.03	12.75	10.64	8.45	13.78	4.01
TCGA-BQ-5875-11	normal	TCGA-BQ-5875	KIRP	9.9	7.77	7.3	11.5	10.45	11.79	10.92	9.08	12.85	2.34
TCGA-BQ-5877-01	tumor	TCGA-BQ-5877	KIRP	7.89	8.18	5.98	11.45	9.62	11.19	9.55	8.27	13.3	5.19
TCGA-BQ-5877-11	normal	TCGA-BQ-5877	KIRP	10.69	8.34	6.46	12.02	10.7	11.8	11.02	9.12	13.84	1.34
TCGA-BQ-5878-01	tumor	TCGA-BQ-5878	KIRP	9.15	8.35	6.58	11.33	10.13	11.18	10.43	8.75	13.44	6.36
TCGA-BQ-5878-11	normal	TCGA-BQ-5878	KIRP	10.49	8.05	7	12.13	10.67	11.77	11.17	9.04	13.82	2.5
TCGA-BQ-5879-01	tumor	TCGA-BQ-5879	KIRP	8.78	5.75	6.36	11.22	10.32	10.5	10.57	10.49	14.03	4.94
TCGA-BQ-5879-11	normal	TCGA-BQ-5879	KIRP	10.47	8.42	7.04	12.16	10.71	11.76	11.16	9.13	13.89	0.38
TCGA-BQ-5882-01	tumor	TCGA-BQ-5882	KIRP	8.65	7.4	6.64	11.68	10.05	11.92	9.54	7.96	12.99	7.02
TCGA-BQ-5882-11	normal	TCGA-BQ-5882	KIRP	10.46	8.09	6.26	12.11	10.72	11.94	11	8.82	13.93	1.58
TCGA-BQ-5884-01	tumor	TCGA-BQ-5884	KIRP	9.82	6.79	5.52	12.28	10.09	10.78	10.22	9.36	13.42	4.26
TCGA-BQ-5884-11	normal	TCGA-BQ-5884	KIRP	10.27	8.07	6.73	11.64	10.42	11.41	10.92	9.04	13.53	1.62
TCGA-BQ-5887-01	tumor	TCGA-BQ-5887	KIRP	8.93	6.72	5.93	10.96	9.29	10.69	9.95	7.77	12.66	8.88
TCGA-BQ-5887-11	normal	TCGA-BQ-5887	KIRP	10.05	7.42	6.82	11.72	10.62	12.18	10.67	9.28	12.7	1.12
TCGA-BQ-5888-01	tumor	TCGA-BQ-5888	KIRP	8.54	7.87	7.3	10.99	9.95	12.04	10.91	8.47	12.16	7.29
TCGA-BQ-5888-11	normal	TCGA-BQ-5888	KIRP	9.67	7.84	7.38	11.76	10.49	12.27	11.09	9.02	12.66	3.32
TCGA-BQ-5890-01	tumor	TCGA-BQ-5890	KIRP	8.6	7.99	6.27	11.26	9.68	12.41	10.02	7.54	13.62	8.2
TCGA-BQ-5890-11	normal	TCGA-BQ-5890	KIRP	10.03	7.97	6.31	11.65	10.43	11.59	10.69	8.96	13.28	2.34
TCGA-BQ-5891-01	tumor	TCGA-BQ-5891	KIRP	8.25	7.84	5.64	12.47	10.69	12.39	10.04	8.21	14.85	8.36
TCGA-BQ-5891-11	normal	TCGA-BQ-5891	KIRP	10.18	8.18	6.57	11.86	10.62	11.8	10.85	8.93	13.36	1.46
TCGA-BQ-5894-01	tumor	TCGA-BQ-5894	KIRP	8.51	7.08	6.35	11.09	9.92	10.29	10.76	8.38	13.14	4.79
TCGA-BQ-5894-11	normal	TCGA-BQ-5894	KIRP	10.69	8.63	6.77	12.19	10.84	11.88	11.26	8.83	14.06	0
TCGA-BQ-7044-01	tumor	TCGA-BQ-7044	KIRP	7.92	8.55	6.27	11.88	9.6	11.92	10.79	7.53	12.54	7.01
TCGA-BQ-7044-11	normal	TCGA-BQ-7044	KIRP	10.72	8.48	7.84	12.02	10.7	12.1	11.53	8.19	13	2.26
TCGA-BQ-7045-01	tumor	TCGA-BQ-7045	KIRP	8.48	7.84	6.28	12.03	9.95	12.3	10.59	8.86	12.13	3.79
TCGA-BQ-7045-11	normal	TCGA-BQ-7045	KIRP	9.88	7.67	6.35	11.6	10.56	11.66	10.49	9.44	13.16	1.84
TCGA-BQ-7046-01	tumor	TCGA-BQ-7046	KIRP	8.98	7.76	6.54	12.18	10.26	12.06	10.98	8.32	13.54	6.68
TCGA-BQ-7046-11	normal	TCGA-BQ-7046	KIRP	10.33	7.96	7.27	11.89	10.68	11.72	11.09	9.08	13.08	1.31
TCGA-BQ-7051-01	tumor	TCGA-BQ-7051	KIRP	9.07	8.53	6.13	12.22	10.54	11.88	10.29	8.98	13.47	5.72
TCGA-BQ-7051-11	normal	TCGA-BQ-7051	KIRP	10.52	7.94	6.65	11.57	10.47	11.64	10.63	9.18	13.29	2.55
TCGA-BQ-7055-01	tumor	TCGA-BQ-7055	KIRP	9.45	7.91	6.81	12.38	11.39	12.57	11.67	8.1	12.07	5.34
TCGA-BQ-7055-11	normal	TCGA-BQ-7055	KIRP	9.78	7.81	7.21	11.75	10.58	11.89	11	9.3	12.39	1.53
TCGA-BQ-7059-01	tumor	TCGA-BQ-7059	KIRP	9.7	7.5	6.72	11.53	9.92	11.41	10.08	8.83	12.65	4.57
TCGA-BQ-7059-11	normal	TCGA-BQ-7059	KIRP	10.18	8.38	7.3	11.66	10.48	11.66	10.92	8.97	13.11	0.73
TCGA-BQ-7061-01	tumor	TCGA-BQ-7061	KIRP	8.76	7.91	6.1	12.22	10.96	11.74	10.55	8.57	13.51	5.26
TCGA-BQ-7061-11	normal	TCGA-BQ-7061	KIRP	9.85	7.85	7.48	11.61	10.84	11.96	11.09	8.81	13.59	4.24
TCGA-DZ-6131-01	tumor	TCGA-DZ-6131	KIRP	8.72	6.99	6.2	11.22	10.2	11.25	10.1	8.62	12.99	5.24
TCGA-DZ-6131-11	normal	TCGA-DZ-6131	KIRP	9.8	7.98	6.6	11.85	10.84	12.18	11	9.14	12.02	0
TCGA-DZ-6132-01	tumor	TCGA-DZ-6132	KIRP	8.58	7.25	6.13	11.35	9.74	10.64	10.06	9.16	11.58	6.2
TCGA-DZ-6132-11	normal	TCGA-DZ-6132	KIRP	9.21	7.39	6.48	11.17	10.1	11.32	10.67	9.01	12.37	3.2
TCGA-DZ-6133-01	tumor	TCGA-DZ-6133	KIRP	8.15	7.4	6.02	12.62	10.46	11.78	10.69	8.87	13.57	7.04
TCGA-DZ-6133-11	normal	TCGA-DZ-6133	KIRP	10.02	7.96	6.65	11.84	10.68	11.7	10.89	9.05	13.14	1.33
TCGA-DZ-6134-01	tumor	TCGA-DZ-6134	KIRP	9.01	7.12	6.35	12.23	10.76	12.14	10.27	8.95	12.71	3.27
TCGA-DZ-6134-11	normal	TCGA-DZ-6134	KIRP	9.95	7.61	6.63	11.64	10.41	11.77	10.76	9.05	13.06	2.91
TCGA-GL-6846-01	tumor	TCGA-GL-6846	KIRP	8.34	7.26	6.1	11.56	10.08	11.46	10.62	8.79	13.53	6.51
TCGA-GL-6846-11	normal	TCGA-GL-6846	KIRP	10.21	7.99	6.59	11.97	10.87	12.1	11.13	8.85	13.07	1.24
TCGA-GL-7966-01	tumor	TCGA-GL-7966	KIRP	8.71	7.55	6.75	10.84	10.45	11.15	9.75	8.64	14.28	6.45
TCGA-GL-7966-11	normal	TCGA-GL-7966	KIRP	9.1	7.88	7.04	11.29	10.17	11.4	10.95	9.02	12.75	1.05
TCGA-GL-A59R-01	tumor	TCGA-GL-A59R	KIRP	8.75	7.97	6.4	12.37	10.57	12.25	10.64	8.53	12.39	6.43
TCGA-GL-A59R-11	normal	TCGA-GL-A59R	KIRP	9.96	8.2	7.03	11.74	10.76	12.33	10.78	8.69	12.18	2.14
TCGA-GL-A9DE-01	tumor	TCGA-GL-A9DE	KIRP	9.89	8.28	6.32	11.91	10.66	12.03	10.68	8.24	13.24	3.35
TCGA-GL-A9DE-11	normal	TCGA-GL-A9DE	KIRP	9.99	8.09	7.31	11.75	10.91	12.67	11.24	8.44	12.11	2.3
TCGA-P4-A5E8-01	tumor	TCGA-P4-A5E8	KIRP	9.26	6.51	6.27	11.09	9.81	10.74	10.67	9.28	11.44	3.75
TCGA-P4-A5E8-11	normal	TCGA-P4-A5E8	KIRP	9.75	8.01	7.17	11.56	10.16	12.02	11.06	8.59	11.49	1.56
TCGA-P4-A5ED-01	tumor	TCGA-P4-A5ED	KIRP	7.5	7.39	6.87	9.26	7.87	10.02	9.63	8.18	10.29	5.7
TCGA-P4-A5ED-11	normal	TCGA-P4-A5ED	KIRP	9.76	8.05	7.01	11.69	10.73	12.15	11.07	8.96	12.65	1.19
TCGA-Y8-A8RY-01	tumor	TCGA-Y8-A8RY	KIRP	8.74	7.8	6.67	12.27	9.84	12.18	10.12	8.29	12.62	6.04
TCGA-Y8-A8RY-11	normal	TCGA-Y8-A8RY	KIRP	9.84	7.8	7.08	11.56	10.6	12.4	10.84	9.03	12.8	0.9
TCGA-BC-A10Q-01	tumor	TCGA-BC-A10Q	LIHC	9.64	8.09	6.43	12.2	10.43	12.11	10.33	7.65	10.83	8.46
TCGA-BC-A10Q-11	normal	TCGA-BC-A10Q	LIHC	11.16	8.01	5.76	11.35	9.62	11.38	11.37	6.99	7.26	0.99
TCGA-BC-A10R-01	tumor	TCGA-BC-A10R	LIHC	10.9	8.6	6.83	11.97	9.41	12.05	10.57	7.66	10.19	5.27
TCGA-BC-A10R-11	normal	TCGA-BC-A10R	LIHC	11.23	7.87	6.27	11.56	10.48	11.5	10.84	8.03	8.26	2.15
TCGA-BC-A10T-01	tumor	TCGA-BC-A10T	LIHC	11.73	8.01	6.42	10.92	9.85	11.16	10.86	8.15	9.03	8.73
TCGA-BC-A10T-11	normal	TCGA-BC-A10T	LIHC	11.31	8.23	6.67	11.29	10.08	11.25	10.96	8.05	9.01	3.33
TCGA-BC-A10U-01	tumor	TCGA-BC-A10U	LIHC	10.19	7.34	6.5	10.94	9.79	10.24	10.18	8.82	8.53	6.99
TCGA-BC-A10U-11	normal	TCGA-BC-A10U	LIHC	11.38	7.3	6.21	11.37	10.03	11.49	10.98	8.11	9.48	2.56
TCGA-BC-A10W-01	tumor	TCGA-BC-A10W	LIHC	9.51	7.48	7.19	11.85	10.79	11.37	10.6	8.58	10.21	9.49
TCGA-BC-A10W-11	normal	TCGA-BC-A10W	LIHC	11.22	8.24	6.52	11.36	9.99	11.68	11.18	7.71	8.61	4.88
TCGA-BC-A10X-01	tumor	TCGA-BC-A10X	LIHC	10.93	7.85	6.56	11.59	10.03	11.43	11.2	7.32	8.99	4.08
TCGA-BC-A10X-11	normal	TCGA-BC-A10X	LIHC	11.09	8.19	6.77	11.63	9.52	11.23	11.31	7.84	8.85	2.41
TCGA-BC-A10Y-01	tumor	TCGA-BC-A10Y	LIHC	10.43	6.91	6.2	10.33	9.38	10.94	11.56	8.09	7.28	10.43
TCGA-BC-A10Y-11	normal	TCGA-BC-A10Y	LIHC	11.1	8.09	6.33	11.25	9.28	11.17	10.91	8.62	8.88	2.66
TCGA-BC-A10Z-01	tumor	TCGA-BC-A10Z	LIHC	11.1	7.54	5.78	11.11	10	11.69	11.3	8.2	10.13	9.34
TCGA-BC-A10Z-11	normal	TCGA-BC-A10Z	LIHC	11.26	7.47	7.13	11.11	9.51	11.22	10.96	7.69	9.68	6.25
TCGA-BC-A110-01	tumor	TCGA-BC-A110	LIHC	10.87	7.46	6.64	11	9.56	11.13	10.76	6.98	8.95	7.23
TCGA-BC-A110-11	normal	TCGA-BC-A110	LIHC	11.18	7.64	6.4	11.4	10.25	11.21	10.69	7.5	8.67	3.94
TCGA-BC-A216-01	tumor	TCGA-BC-A216	LIHC	9.81	7.11	7.32	10.52	9.68	11.12	10.77	8.25	9.97	9.51
TCGA-BC-A216-11	normal	TCGA-BC-A216	LIHC	11.42	8.36	6.74	11.5	9.65	11.68	10.88	7.99	9	3.24
TCGA-BD-A2L6-01	tumor	TCGA-BD-A2L6	LIHC	11.13	7.68	6.23	10.72	9.38	11.65	11.07	7.02	9.41	9.83
TCGA-BD-A2L6-11	normal	TCGA-BD-A2L6	LIHC	10.84	8.04	6.9	10.95	9.27	10.99	10.85	8.31	10.04	4.74
