sample	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-BS-A0UL-01	UCEC	0.074092602	0	0.065067974	0.137159957	0	0.160949405	0	0.202776645	0.051161181	0	0	0.061567416	0.011159751	0.065330433	0.072441301	0.090850837	0.0010536	0	0	0.006388897	0	0	0.03	0.2123808	1.015986799
TCGA-BG-A0YV-01	UCEC	0	0.200409806	0.046484361	0	0.010141877	0.086638525	0	0.007000505	0.056761321	0	0.086366275	0.021126812	0.001793277	0.137944123	0.010762397	0.110417577	0.002438449	0.002214481	0.20200193	0	0.007776252	0.009722032	0.558	-0.000508459	1.079797643
TCGA-B5-A11H-01	UCEC	0.088134194	0	0.148222564	0.117801807	0	0	0.002382939	0.111955041	0.047488495	0	0	0.02121058	0	0.119441954	0.041180041	0.251352318	0	0	0	0.050830066	0	0	0.008	0.324909451	0.953126898
TCGA-BS-A0V6-01	UCEC	0.085937291	0	0.168781062	0.082201267	0	0.106154652	0	0.064094648	0.066502997	0	0	0.114563621	0.00409396	0.04264963	0	0.169982104	0	0.048758343	0.042574377	0	0	0.003706048	0.008	0.326075476	0.95480605
TCGA-D1-A102-01	UCEC	0.120152535	0	0.050087468	0.128266755	0	0.034527561	0.030444516	0.024007766	0.126978239	0	0	0.067748307	0.006678241	0.097154363	0.028266216	0.252762831	0.000688979	0	0.032236222	0	0	0	0.036	0.203311289	1.003112077
TCGA-A5-A0GQ-01	UCEC	0.139475306	0	0.068603927	0.110642212	0	0.045125563	0	0.048467653	0.105576916	0	0	0.038140805	0.050798741	0.099971527	0.023186832	0.120737021	0	0.005864542	0	0.085695125	0	0.057713831	0.016	0.297897727	0.962032239
TCGA-A5-A0VO-01	UCEC	0.180918401	0	0.093902963	0.143965305	0	0.054981106	0	0.029887921	0.163308238	0	0	0.072125146	0	0.036416932	0.01249967	0.172071749	0	0.012987194	0.026935377	0	0	0	0.004	0.354304224	0.942283173
TCGA-B5-A0JZ-01	UCEC	0	0.062480519	0.041603306	0.203812388	0	0	8.59E-05	0.130342137	0.092460639	0	0	0.119707535	0	0.056987534	0.050986804	0.134347968	0.012522033	0	0.094663252	0	0	0	0.042	0.16340585	1.028678889
TCGA-BG-A0MO-01	UCEC	0.037237536	0	0.010387582	0.116991875	0	0.03381994	0	0.065929516	0.205797916	0	0	0.036391648	0.009702728	0.196065178	0.049614067	0.201398425	0.036663592	0	0	0	0	0	0.038	0.189553581	1.01712376
TCGA-A5-A0GX-01	UCEC	0.008482308	0	0.067323862	0.226999241	0	0	0	0.304708463	0.13800856	0	0	0.059901067	0.018058068	0.000188026	0.032928739	0.111766684	0	0	0	0.031634982	0	0	0.044	0.1567339	1.063343336
TCGA-BS-A0TD-01	UCEC	0	0.076809174	0.12258499	0.076893649	0	0.102518614	0	0.060314013	0.013093716	0	0.021379008	0.118454354	0.012130869	0.238098108	0.004133523	0.11657579	0	0.018530805	0	0	0	0.018483388	0.016	0.289215424	0.972826714
TCGA-BG-A0M6-01	UCEC	0.16379044	0	0.130319035	0.086480655	0	0.029935382	0	0.1585842	0.040572184	0	0	0.050711875	0.010253153	0.046027606	0	0.209129397	0	0.042389069	0.031807005	0	0	0	0.096	0.111103232	1.051881596
TCGA-BG-A0MU-01	UCEC	0.003036751	0.001920478	0.081672069	0.238867192	0	0	0	0.056188293	0.209705668	0	0	0.056250931	0.030825934	0.136835997	0.016972079	0.163586643	0	0	0	0.003858723	0	0.000279243	0.05	0.144917164	1.042288597
TCGA-BS-A0UF-01	UCEC	0.023247051	0.008099897	0.049515986	0.242689709	0	0	0	0.096603556	0.103181792	0	0	0.050132154	0.025221599	0.106721147	0.041431036	0.240647618	0	0	0	0.012508456	0	0	0.084	0.124582414	1.043273443
TCGA-BS-A0TC-01	UCEC	0	0.081208982	0.024463975	0.146009541	0	0.090264622	0	0.098820386	0.128525813	0	0	0.132491794	0.02465506	0.07826084	0.038894945	0.117880401	0.016607695	0	0	0.021915946	0	0	0.05	0.144283695	1.044990575
TCGA-BK-A0CB-01	UCEC	0	0.002456252	0.008039793	0.044770411	0	0.0382659	0	0.036725905	0.045484451	0	0	0.043946552	0.029972775	0.41803056	0	0.311891234	0	0	0.020416168	0	0	0	0	0.702827686	0.72541679
TCGA-BS-A0UJ-01	UCEC	0	0.06953375	0.026292555	0.158039498	0	0.0145332	0	0.152412807	0.162142308	0	0	0.141361998	0.008070202	0.020129748	0.038340968	0.102020109	0.007912623	0	0.0958584	0	0	0.003351835	0.046	0.149485298	1.046762987
TCGA-BG-A0M8-01	UCEC	0	0.026761016	0.087011231	0.169265494	0	0.007087946	0	0.14410202	0.111620604	0.002761981	0	0.041527312	0.000913077	0.16353658	0.057423837	0.157516277	0	0	0.025987454	0	0	0.004485171	0.04	0.172012526	1.021892225
TCGA-B5-A0K6-01	UCEC	0.004922447	0.042321534	0.019790722	0.162276579	0	0.05354675	0	0.062067833	0.201654329	0	0	0.134722571	0.01947845	0.106813862	0.010630468	0.167348006	0.009952589	0	0.00447386	0	0	0	0.04	0.176625098	1.033964017
TCGA-B5-A0K3-01	UCEC	0	0.024231684	0.069300363	0.115967606	0	0.017714559	0	0.072884217	0.063275759	0	0	0.100580918	0.017505593	0.167538267	0.03592509	0.257705211	0.006575441	0	0	0.037075756	0	0.013719538	0.048	0.146566748	1.031646005
TCGA-AX-A0IW-01	UCEC	0.087826013	0	0.096167901	0.098930146	0	0.006432314	0	0.154009053	0.036356738	0	0	0.077699724	0.020783095	0.128806697	0.066517944	0.226470375	0	0	0	0	0	0	0.016	0.286566089	0.969348214
TCGA-B5-A0K4-01	UCEC	0.001730735	0.011199503	0	0.018685668	0	0	0	0.04327338	0.09153068	0	0.060276602	0.00319171	0	0.508471797	0	0.103987973	0	0.119045105	0.038606847	0	0	0	0.044	0.154722903	1.068537874
TCGA-AX-A0J1-01	UCEC	0.063141484	0	0.078518214	0.179482469	0	0	0	0.264212735	0.052947865	0	0	0.072803937	0.001410004	0.016465047	0.062029238	0.176026754	0	0.032962253	0	0	0	0	0.028	0.2151651	1.012072769
TCGA-BG-A0M7-01	UCEC	0.097730177	0	0.120074284	0.109100262	0	0.100355319	0	0.030100807	0.131984292	0	0	0.053749803	0.02851987	0.12420349	0.000993699	0.129447464	0	0	0	0.073740532	0	0	0.016	0.295289021	0.967188116
TCGA-BG-A0MC-01	UCEC	0	0.114901211	0.089528026	0.154267653	0	0.165661381	0	0.036844984	0.146465422	0	0	0.127558106	0.033236331	0.03649367	0.009190906	0.058861104	0.001926001	0	0	0.025065204	0	0	0.024	0.244446493	1.00695363
TCGA-BG-A0MI-01	UCEC	0.010016463	0	0.012041552	0.062885873	0	0	0	0.135766159	0.016532253	0	0.052548078	0.087156433	0.022630231	0.154529067	0.019274119	0.378360623	0.00298168	0.016503841	0	0.028773628	0	0	0.042	0.164072049	1.03201253
TCGA-AP-A0LO-01	UCEC	0.069570249	0	0.061379596	0.113770347	0	0.089106882	0	0.136427081	0.029099684	0	0	0.102119773	0.018882724	0.139916921	0.011454606	0.198764503	0	0	0	0.029507636	0	0	0.178	0.071153612	1.065003334
TCGA-AP-A0LT-01	UCEC	0.004325383	0.003799763	0.006093894	0.211101603	0	0	0.032217556	0.234915055	0.036399413	0	0	0	0	0.266508195	0	0.076045117	0	0	0	0.128594023	0	0	0.242	0.051124653	1.093481542
TCGA-AP-A0LV-01	UCEC	0	0	0.019764056	0.131312644	0	0.111975249	0	0.101730088	0.04483505	0	0	0.155924752	0.069312528	0.075979144	0.024517612	0.212139354	0	0	0.051196048	0	0	0.001313474	0.146	0.083309855	1.065336776
TCGA-A5-A0RA-01	UCEC	0.044135547	0.049877406	0.068563445	0.080119465	0	0.197085047	0	0.106758563	0.065664886	0	0	0.085353431	0.008572027	0	0.011339188	0.171593957	0.052984588	0.037300827	0.014121098	0	0	0.006530524	0.03	0.210779028	1.004602182
TCGA-BG-A0MQ-01	UCEC	0	0.221500188	0.010671348	0.036870627	0.098353977	0	0	0.028159807	0.043618305	0	0	0.205636336	0.073661688	0.098498789	0	0.132277129	0.008052722	0.017114942	0	0.025062065	0.000522076	0	0.124	0.095917149	1.065091593
TCGA-BG-A0MT-01	UCEC	0.033600787	0	0.017289858	0.090108356	0	0.072463989	0	0.074944651	0.087428452	0	0	0.030466151	0	0	0.023338016	0.554586925	0	0	0	0.014765924	0	0.001006891	0.044	0.160926192	1.034164335
TCGA-BG-A0MS-01	UCEC	0.047058989	0	0.0151229	0.083352628	0	0.108300264	0	0.100556955	0.075343997	0.007413041	0	0.012507053	0	0.391770664	0.025158226	0.120999674	0	0	0	0.012415608	0	0	0.038	0.198530437	1.025906144
TCGA-BG-A0RY-01	UCEC	0	0.023097255	0.011064078	0	0	0.063621486	0	0.015126294	0.033710022	0	0	0.021422563	0.11693435	0.277662442	0.001260109	0.365367961	0.029076635	0.010201926	0.004385594	0.027069284	0	0	0.044	0.160435463	1.050161752
TCGA-BS-A0TJ-01	UCEC	0.071838635	0	0.050988307	0.175779311	0	0.098612657	0	0.24189683	0.011064811	0	0	0.091612576	0.013652118	0.018127192	0	0.096429758	0	0.074422371	0	0.055575435	0	0	0.044	0.160924033	1.040715959
TCGA-B5-A0K2-01	UCEC	0.03610025	0	0.113850051	0.11301523	0	0.150911176	0	0.105385331	0.12937169	0	0	0.082053454	0.011578848	0.036973007	0.025011262	0.161571721	0.016323011	0	0.017854969	0	0	0	0.034	0.204198052	1.014162763
TCGA-B5-A0JV-01	UCEC	0.146310809	0	0.151916272	0.131818528	0	0.031397641	0	0.216724705	0.061246541	0	0	0.047846301	0.007366437	0.004182245	0.061753933	0.130579004	0	0.006640805	0	0.002216778	0	0	0.006	0.334650612	0.95835743
TCGA-A5-A0VP-01	UCEC	0.148787671	0	0.185452686	0.158739796	0	0.006943689	0	0.189295673	0.094814662	0	0	0.048848147	0.011656715	0.006460625	0.012239046	0.106259046	0	0.001743195	0	0.007815866	0	0.020943183	0.004	0.386421052	0.9342661
TCGA-A5-A0VQ-01	UCEC	0.011477909	0.023676514	0.169334143	0.151884431	0	0.091601546	0	0.093311212	0.105537071	0	0.009203802	0	0.039953872	0.061765711	0.005080388	0.007446398	0	0.030265384	0	0.196497171	0.002964448	0	0.006	0.335105261	0.953908341
TCGA-B5-A0JY-01	UCEC	0.131997147	0	0.109943205	0.118273704	0	0.074991013	0	0.168953191	0.024109539	0	0	0.025676014	0	0.101671492	0.024168023	0.199590608	0	0	0.020626065	0	0	0	0.01	0.323497939	0.954302786
TCGA-BS-A0U7-01	UCEC	0.072259102	0	0.060916709	0.178909252	0	0.055715938	0	0.220717926	0.035317334	0	0	0.050030425	0.040149648	0.020811828	0.030181777	0.178411492	0	0.00527325	0	0.051305318	0	0	0.04	0.180961824	1.021005274
TCGA-BS-A0TA-01	UCEC	0.00072045	0	0.021749888	0.486170569	0	0	0.036576751	0.155688145	0.072134343	0	0	0.098175404	0.028294322	0	0.033357409	0.046444219	0.009309402	0.00328347	0.008095628	0	0	0	0.136	0.091304482	1.12692216
TCGA-BS-A0U8-01	UCEC	0	0.040707321	0.076616986	0.186207256	0	0	0	0.126241138	0.110633958	0	0.005169972	0	0	0.166381654	0	0.108978203	0	0	0	0.172307898	0	0.006755614	0.04	0.171642854	1.026091234
TCGA-B5-A0JS-01	UCEC	0.086082735	0	0.086775019	0.056102669	0	0.029051482	0	0.03338599	0.121447592	0.050674816	0	0.20295884	0.018758191	0.139224602	0	0.097657886	0.004087287	0	0.073792891	0	0	0	0.016	0.286501908	0.978807149
TCGA-A5-A0R8-01	UCEC	0.03109222	0	0.070287023	0.133779732	0	0.18344714	0	0.093404847	0.125653629	0	0	0.104386527	0.009838805	0.03982993	0.026473451	0.119489654	0.009288514	0	0.014711154	0	0	0.038317375	0.048	0.147218308	1.045448349
TCGA-BG-A0M0-01	UCEC	0.090641366	0	0.048768381	0.219138653	0	0.005295366	0	0.034506042	0.10731333	0	0.035735493	0	0.04335338	0.086001522	0	0.069627316	0	0.003046992	0.256572159	0	0	0	0.648	-0.007442067	1.090105146
TCGA-BG-A0M2-01	UCEC	0.004534189	0	0.112570247	0.096190267	0	0.14699229	0	0.111798186	0.064938804	0	0	0.029326439	0	0.344980009	0	0.070459091	0	0	0	0.018210479	0	0	0.024	0.24507928	1.000258242
TCGA-BG-A0M3-01	UCEC	0.007319042	0.082816228	0.085635754	0.16028245	0	0.085947835	0	0.062082005	0.155646037	0	0	0.092818995	0.030902796	0.001350171	0.013798584	0.184819272	0.002965408	0.007015413	0	0.016094963	0	0.010505048	0.044	0.158581662	1.03535271
TCGA-AP-A0LP-01	UCEC	0	0.021485911	0.031329972	0.10772249	0	0.130710272	0	0.087206	0.10569735	0	0	0.094148706	0	0.033223904	0.044529022	0.34083566	0.001504928	0	0.001605786	0	0	0	0.026	0.221530423	1.003395552
TCGA-B5-A0K7-01	UCEC	0.087873704	0	0.158266984	0.192496542	0	0.058062449	0	0.152161409	0.083972342	0	0	0.047450245	0	0.037193818	0.045331723	0.119931109	0.010204894	0	0	0.005751589	0	0.001303191	0.014	0.314200712	0.967097527
TCGA-A5-A0R9-01	UCEC	0.002246766	0	0.044466272	0.119720923	0	0.019742065	0	0.096959719	0.253537242	0.014965356	0	0.094479235	0.078473693	0.074720947	0.041004643	0.14409471	0	0	0.01558843	0	0	0	0.084	0.124880915	1.052101349
TCGA-AX-A05Y-01	UCEC	0	0.102840216	0.008799688	0.176517034	0	0.038214078	0	0.075802752	0.068286663	0	0	0.092349441	0.067635845	0.122551931	0	0.208322274	0	0.037641709	0	0.001038369	0	0	0.772	-0.017144588	1.097868654
TCGA-AX-A05Z-01	UCEC	0.018087637	0	0.050378846	0.299237504	0	0	0	0.169124446	0.081821463	0	0	0.055738097	0.01124809	0.182710517	0.041071272	0.053272385	0	0	0	0.037309743	0	0	0.05	0.144906308	1.049978973
TCGA-AX-A060-01	UCEC	0.076608086	0	0.075519435	0.048552861	0	0.048312616	0	0.02085908	0.031613765	0	0.028316367	0	0.010800118	0.457412676	0.000458346	0.118336806	0	0	0	0.083209844	0	0	0.04	0.183268821	1.044387737
TCGA-BK-A0C9-01	UCEC	0.070211898	0	0.046851664	0.181441921	0	0.077063231	0	0.189600722	0.067851635	0	0	0.045125673	0.006080679	0.138924395	0.047189179	0.11376975	0	0	0	0.015889252	0	0	0.038	0.193973575	1.018830472
TCGA-AX-A06J-01	UCEC	0.048925383	0	0.050658831	0.19071173	0	0	0	0.229739511	0.061381621	0	0	0.077429254	0.024231351	0.147794457	0.008068553	0.094594586	0.028349649	0.038025371	8.97E-05	0	0	0	0.044	0.154547983	1.035774033
TCGA-AP-A05J-01	UCEC	0	0.107107861	0	0.070575344	0	0.069438033	0	0.097797345	0.095161168	0	0	0.107784169	0.01763151	0.202423473	0.017556114	0.030569099	0	0	0.183955883	0	0	0	0.662	-0.008741464	1.092998553
TCGA-AX-A06B-01	UCEC	0.025682314	0.027908263	0.068013152	0.199108364	0	0.073792482	0	0.099540705	0.115752345	0	0	0.112596989	0.004972876	0.008402724	0.027570501	0.181659016	0	0.014385837	0.040614433	0	0	0	0.04	0.181750075	1.026777419
TCGA-AP-A05D-01	UCEC	0.015219369	0.041961855	0	0.09755665	0	0.061170896	0	0.035839505	0.067042259	0	0	0.071670539	0.067728097	0.330677944	0.020402967	0.173208774	0	0	0.017521146	0	0	0	0.022	0.255324753	0.990894978
TCGA-AP-A05H-01	UCEC	0	0.150176284	0.060120582	0.072909631	0	0	0	0.089400808	0.039301668	0	0	0.075823442	0	0.167076964	0	0.048393031	0	0.19982949	0.090946145	0	0	0.006021954	0.204	0.064355695	1.05942508
TCGA-A5-A0GP-01	UCEC	0.024621797	0.008427281	0.085837422	0.206016052	0	0.06628936	0	0.190673843	0.069125238	0	0	0.078784179	0.018446755	0.141193832	0.029449516	0.073974979	0	0.005143918	0	0.00063877	0	0.001377059	0.044	0.154364402	1.043609104
TCGA-AP-A0L8-01	UCEC	0	0.191665624	0	0.017345301	0.032962625	0	0.001799316	0.107595853	0.00930528	0.018895653	0	0.086423745	0.003267691	0.247247488	0	0.040640233	0.001028553	0	0.219966794	0	0.021855845	0	0.026	0.224735346	0.995717225
TCGA-AP-A0L9-01	UCEC	0	0.136461959	0.026061141	0	0	0.030708041	0	0.045016364	0.039143301	0.000941249	0	0.045915237	0	0.475741835	0.005275004	0.061678078	0	0.109405561	0	0.018559716	0	0.005092514	0.034	0.20462888	1.032658902
TCGA-AP-A0LD-01	UCEC	0	0.207770484	0.060896993	0.188685296	0.039654702	0	0.055638493	0.235330266	0	0	0.054596642	0	0.021084141	0.062472403	0.025998862	0	0	0.023152636	0.006348619	0	0.018370464	0	0.04	0.175086853	1.035562141
TCGA-AP-A0LE-01	UCEC	0	0.125601451	0.101040967	0.241721444	0	0	0.004033699	0.287617025	0.006109868	0	0	0.030165434	0.012671083	0.065818801	0	0.074766101	0.003970983	0.026179962	0	0.020303182	0	0	0.016	0.285581382	0.983048593
TCGA-A5-A0R6-01	UCEC	0.086902878	0	0.034940582	0.254720638	0	0.155586135	0	0.189460329	0.039666687	0	0	0.092036966	0.013658306	0	0.032406915	0.081483375	0	0.001992325	0.017144865	0	0	0	0.046	0.153603846	1.064652055
TCGA-BG-A0M4-01	UCEC	0	0.008734598	0.003678932	0.084366741	0	0.104236521	0	0.054085678	0.030156418	0	0.020022525	0.010620404	0.101609841	0.003114655	0.038083025	0.510863674	0	0	0	0.022185914	0	0.008241072	0.05	0.144638565	1.038445159
TCGA-A5-A0GN-01	UCEC	0	0.100836408	0.02108163	0.105874126	0	0.100192657	0	0.045782571	0.126131616	0	0	0.06663139	0.044808053	0.222395004	0	0.112820396	0	0.003040561	0.050405588	0	0	0	0.026	0.226478463	0.995824988
TCGA-A5-A0GM-01	UCEC	0.01930182	0	0.068167132	0.04482954	0	0.167736389	0	0.074585659	0.06711219	0	0.024821947	0.053762198	0.006927335	0.310819832	0.002295858	0.155633378	0	0	0	0.004006721	0	0	0.028	0.216884205	1.009117262
TCGA-A5-A0GB-01	UCEC	0.011763171	0	0.007864565	0.371319092	0	0	0.030526267	0.206959718	0.043974986	0	0	0.103488944	0.010723652	0.022104321	0.019574188	0.117183421	0.000628341	0.007457326	0	0.046432009	0	0	0.118	0.101115538	1.095634
TCGA-A5-A0GA-01	UCEC	0.00257794	0.013189224	0.099451808	0.314069644	0	0	0.005321666	0.218617939	0.036517828	0	0.013529831	0.059138089	0.068346533	0.041258649	0.024112001	0.04690437	0.003372594	0.011138257	0	0.033149836	2.64E-05	0.009277416	0.04	0.178322879	1.037891116
TCGA-AP-A0LN-01	UCEC	0.133954993	0	0.077270189	0.155259045	0	0.101812532	0	0.084864411	0.106279611	0	0	0.097593621	0.006556317	0	0.003361733	0.176503579	0	0.00226223	0.048432235	0	0	0.005849501	0.022	0.255408851	0.991060981
TCGA-AP-A0LI-01	UCEC	0	0.011426589	0.07412317	0.297604877	0	0	0	0.178177721	0.092596625	0	0	0.14299848	0.016989268	0.009671472	0.04695743	0.108148538	0	0	0.021305829	0	0	0	0.086	0.122162088	1.079106217
TCGA-AP-A0LJ-01	UCEC	0	0.017703044	0	0.138137269	0	0.026211002	0	0.079947526	0.173706759	0	0	0.112704103	0.013474102	0.194575889	0.005368147	0.168765607	0.058864751	0	0.010541802	0	0	0	0.024	0.235716696	1.000696838
TCGA-A5-A0GJ-01	UCEC	0	0.032689377	0.009028185	0.144432767	0	0.008173927	0	0.187430874	0.151364315	0	0	0.127001077	0.029499413	0.14641966	0.012870849	0.08829583	0.002142767	0	0.060650958	0	0	0	0.044	0.156187233	1.041913592
TCGA-A5-A0GI-01	UCEC	0	0.061538879	0.040129626	0.121948627	0	0	0	0.144067771	0.109114672	0	0	0.029949517	0.024415354	0.256001823	0	0.163523849	0	0.008144181	0	0.041165701	0	0	0.04	0.167508092	1.026374834
TCGA-A5-A0G9-01	UCEC	0	0.03410211	0.013759955	0.050312302	0	0.15553259	0	0.072249784	0.040779004	0	0	0.109596295	0.008499601	0.068516278	0.006173142	0.430162623	0.002268051	0	0.008048265	0	0	0	0.208	0.062154212	1.074852686
TCGA-A5-A0G5-01	UCEC	0.00228869	0.013159945	0.045840321	0.270440524	0	0	0.037558175	0.12616274	0.081397552	0	0	0.114261217	0.04022927	0.039856649	0.0357941	0.151347997	0.006681364	0.001843414	0	0.033138044	0	0	0.124	0.096324096	1.069274829
TCGA-A5-A0G3-01	UCEC	0.183908321	0	0.112587033	0.050446391	0	0	0	0.13900438	0	0	0	0.042557446	0.027889583	0.01933651	0	0.29617607	0	0.128094265	0	0	0	0	0.004	0.348746976	0.942088882
TCGA-D1-A16X-01	UCEC	0.046716527	0	0.093325486	0.279143353	0	0	0	0.084960637	0.144503693	0	0	0.079525793	0.04933175	0.151700267	0.031203208	0.028992868	0.009305897	0	0.001290519	0	0	0	0.038	0.195199161	1.024246248
TCGA-AX-A062-01	UCEC	0.13851336	0	0.126433147	0.053147998	0	0.141123878	0.030270131	0.109800195	0	0	0.054195535	0.014080264	0.018932057	0.112404333	0	0.160204036	0.004038266	0.015696013	0	0.021160786	0	0	0.026	0.232918656	0.994587596
TCGA-AX-A05U-01	UCEC	0	0.082745071	0	0.045430516	0	0.063169121	0	0.027373081	0.029549964	0	0	0.086017515	0.009836733	0.26742721	0	0.363995394	0	0	0	0.024455395	0	0	0.256	0.045865153	1.09685299
TCGA-AX-A064-01	UCEC	0.029201912	0.075523561	0	0.12205922	0	0.105214199	0	0.022670124	0.095340171	0	0.037691096	0.005887726	0.046206017	0.113591258	0.020904833	0.207953022	0.000743397	0.002915138	0	0.055015472	0	0.059082854	0.12	0.100671814	1.043252933
TCGA-AX-A06F-01	UCEC	0.019427228	0	0.01358575	0.182837137	0	0	0	0.151184858	0.077399795	0	0	0.096269689	0.026882496	0.074226803	0.065357516	0.280758162	0.000545198	0	0	0.011525369	0	0	0.1	0.109724106	1.053843926
TCGA-AX-A063-01	UCEC	0	0.006391866	0.022042116	0.339975268	0	0	0.03628405	0.226542473	0.045668833	0	0	0.036022648	0.010148494	0	0.049514964	0.21613813	0.008804354	0	0	0.002466805	0	0	0.086	0.12085227	1.068100073
TCGA-AX-A05S-01	UCEC	0.004932358	0.046845361	0.018242497	0.192245516	0	0	0	0.171388933	0.049516829	0	0.026756387	0.030132193	0.053994666	0.166805908	0.05765566	0.156280309	0.011964634	0	0.010531391	0	0	0.002707357	0.058	0.137316207	1.034937033
TCGA-AP-A05N-01	UCEC	0.049230348	0	0.108416575	0.05628748	0	0.02982345	0	0.165535386	0.063318189	0.004716382	0.011415428	0	0	0.29282966	0.010739967	0.130935219	0	0.028378272	0	0.048373643	0	0	0.028	0.213109081	1.007761568
TCGA-AP-A05A-01	UCEC	0	0.232731783	0.016417299	0.051540572	0	0.17678979	0	0.056824651	0.001326541	0	0	0	0	0.188589288	0.0343658	0.062082461	0	0.038586841	0.131097406	0	0	0.009647568	0.058	0.136816739	1.029001183
TCGA-AP-A056-01	UCEC	0.014840832	0	0	0.134989182	0	0.020029199	0	0.101916306	0.049439534	0.005482702	0	0.008547053	0	0.253591033	0.052640966	0.250241964	0	0	0	0.108281228	0	0	0.04	0.171653424	1.030520444
TCGA-AP-A053-01	UCEC	0	0.12524312	0.009443112	0.196953821	0	0.030049004	0	0.180750828	0.055722338	0	0	0.11184179	0	0.014840465	0.074663001	0.182751184	0.009730534	0	0	0.008010803	0	0	0.054	0.141936298	1.047873866
TCGA-AP-A052-01	UCEC	0	0.131367026	0	0.02227222	0	0.000928729	0	0.08556903	0.040983829	0	0	0.077211194	0.04063152	0.322369296	0.056605206	0.161196616	0	0.03325553	0	0.027609805	0	0	0.026	0.230729233	1.001576865
TCGA-AP-A051-01	UCEC	0.066053575	0	0.023151435	0.144472688	0	0.132253722	0	0.167762322	0.042688893	0	0	0.03137581	0.00696011	0	0.040265247	0.321398236	0	0	0	0.023617964	0	0	0.09	0.117520123	1.047886848
TCGA-D1-A1NY-01	UCEC	0.065979317	0	0.061918238	0.134388544	0	0.083753436	0	0.059120628	0.050301717	0	0	0.0868524	0	0.240327743	0.052156699	0.14146827	0	0.011567264	0	0.012165745	0	0	0.04	0.169238038	1.025092828
TCGA-DI-A1NO-01	UCEC	0.018274849	0.097289828	0	0.03418284	0	0.197030906	0	0.044136594	0.019756729	0	0	0.080791203	0	0.214329016	0.019259436	0.162725606	0	0.053529282	0	0.058693713	0	0	0.134	0.092637832	1.053609977
TCGA-EC-A1QX-01	UCEC	0.002830865	0.001491023	0.031566108	0.330032569	0	0	0	0.16784925	0.083829531	0	0	0.1346635	0.004137478	0.075481656	0.030953236	0.095482679	0	0	0	0.035803109	0	0.005878996	0.136	0.09135965	1.096182944
TCGA-EC-A24G-01	UCEC	0.075303867	0	0.035331728	0.21014161	0	0.083384963	0	0.094808374	0.057390406	0	0	0.035083575	0	0.213896718	0.052772012	0.13174974	0.00085066	0	0	0.009286347	0	0	0.036	0.202382172	1.011904564
TCGA-A5-A1OK-01	UCEC	0.04956892	0	0.041395315	0.088099642	0	0.135886032	0	0.049808677	0.057193846	0	0	0.053114468	0.00745269	0.021027435	0.031981892	0.35994952	0.063626124	0	0.04089544	0	0	0	0.056	0.140514967	1.026259012
TCGA-FI-A2F8-01	UCEC	0.060898782	0	0.040942738	0.13618381	0	0.214411903	0	0.125492403	0.029528102	0	0	0.083542538	0.026546061	0.026346805	0.097011596	0.098373772	0	0.047473991	0	0.013247501	0	0	0.046	0.149853707	1.043185196
TCGA-A5-A2K5-01	UCEC	0	0.033126688	0.013365987	0.124970028	0.032801639	0	0.011112629	0.072552004	0.041761286	0.040347068	0	0.042931712	0.049212939	0.050738915	0.051227313	0.382010987	0.0199161	0	0.033924705	0	0	0	0.024	0.239625696	0.987802119
TCGA-A5-A2K4-01	UCEC	0.310253951	0	0.133950368	0.098399009	0	0.11164518	0	0.09071656	0	0.01372981	0	0	0	0.064928007	0.012481839	0.106227365	0	0.018799967	0	0.038867945	0	0	0.002	0.4613647	0.890034912
TCGA-A5-A2K7-01	UCEC	0	0.027564014	0.032896718	0.032774157	0	0.115791898	0	0.096597816	0.040855226	0	0	0.031315588	0.003380398	0.188732164	0.009676313	0.206750415	0.004656052	0.044441402	0	0.152816378	0	0.011751461	0.088	0.120583955	1.043612366
TCGA-AW-A1PO-01	UCEC	0	0.084400643	0	0.082413335	0	0.099352088	0	0.065141877	0	0	0	0.10957997	0.024954262	0.011482083	0	0.255149003	0	0.221254705	0.046272035	0	0	0	0.276	0.041101117	1.071437305
TCGA-AJ-A23O-01	UCEC	0.070061939	0	0.101061821	0.297420724	0	0.069409693	0.01922219	0.242819638	0.029572036	0	0.017944107	0.007316607	0.028898178	0.017581648	0.02489277	0.063330386	0.002118362	0	0.006893861	0	0	0.001456038	0.03	0.211206098	1.030979653
TCGA-AP-A0LL-01	UCEC	0	0.138408178	0.097626523	0.295526612	0	0	0.002916174	0.184082816	0.019633689	0.008313813	0	0.083785603	0	0.070537004	0.023400984	0.022706359	0	0.006737034	0.038758672	0	0	0.00756654	0.016	0.279436142	0.98927556
TCGA-BS-A0V8-01	UCEC	0	0.05111158	0.156882647	0.187762876	0	0.171614121	0	0.069133748	0.065986122	0	0	0.082890559	0.014238112	0.013936161	0	0.170547846	0.013470133	0.002426095	0	0	0	0	0.016	0.282728965	0.982920292
