sample	CancerType	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-V1-A8WN	PRAD	-0.530834185	-0.404926076	-0.125908109	0	0.006522817	0.046158198	0.177623246	0	0.275722013	0	0.075889862	0	0	0	0.070148591	0.019113798	0	0.081356459	0.152118904	0	0.012041049	0.076386861	0.006918202	0	0	0.442	0.025614818	1.093769143
TCGA-V1-A8WS	PRAD	0.470745965	-0.601735628	1.072481593	0.010009484	0.009311274	0	0.172493856	0	0.229848636	0	0.020300194	0.022640096	0	0	0.023611008	0.079369766	0.028905185	0.077203082	0.151500003	0.011991997	0	0.145524335	0	0.017291085	0	0.956	-0.036977331	1.098411259
TCGA-V1-A8WV	PRAD	-0.523170753	-0.738350377	0.215179623	0.102463975	0	0.067849957	0.237271764	0	0.08506504	0	0.03468552	0.116062416	0	0	0	0.029384662	0	0.078437077	0.149700765	0.015022805	0	0.084056019	0	0	0	0.018	0.218385686	1.000225456
TCGA-V1-A8WW	PRAD	-0.451763713	-0.624273238	0.172509524	0.081768494	0	0.09240361	0.082292829	0	0.100747933	0	0.139215425	0	0	0	0.110757269	0.00547637	0.076492885	0.077565156	0.092868588	0.025632591	0.046425059	0.068353791	0	0	0	0.024	0.191220002	1.009772144
TCGA-V1-A8X3	PRAD	-0.402056166	-0.7031086	0.301052434	0.012958426	0.030649959	0.048664826	0.152925124	0	0.186425063	0	0.103172266	0.020702879	0	0	0.066647749	0.042235382	0.023764565	0.083454606	0.124584726	0	0	0.103814428	0	0	0	0.276	0.056328809	1.068445967
TCGA-V1-A9O5	PRAD	-0.613637127	-0.508451759	-0.105185368	0.022864765	0	0.018235323	0.114863078	0	0.280034407	0	0.068537664	0.042448804	0	0	0.029658007	0.011165534	0	0.129295071	0.178447723	0.045477836	0	0.058971787	0	0	0	0.018	0.214056741	1.006109402
TCGA-V1-A9O5	PRAD	-0.512408821	-0.584526581	0.072117761	0.155277945	0	0	0.145183741	0	0.021767925	0	0.112806376	0.052095823	0	0	0.047447746	0.032778061	0	0.084847395	0.282249991	0.004744308	0	0.060800687	0	0	0	0.028	0.185583193	1.009804449
TCGA-V1-A9O7	PRAD	-0.295285137	-0.619074862	0.323789725	0.130378732	0	0.109326006	0.102294047	0	0.16060239	0	0.05241886	0	0	0	0.05984954	0.037919566	0.007183906	0.033490105	0.143405468	0.013586944	0	0.033386195	0.116158242	0	0	0.006	0.295648705	0.965909288
TCGA-V1-A9O9	PRAD	-0.401266866	-0.474861725	0.073594859	0.001837922	0.107313426	0.050240532	0.125314935	0	0.366262377	0	0.080313104	0	0	0	0.022982034	0.011187877	0.030384782	0.085407803	0.073455248	0.019493572	0.005062932	0.020743457	0	0	0	0.02	0.202207851	1.020014604
TCGA-V1-A9OA	PRAD	-0.515291709	-0.719857939	0.20456623	0	0.046142615	0.060249462	0.168483712	0	0.164964222	0	0.087125722	0	0	0	0.033526503	0.016160734	0	0.053818249	0.288039956	0.036089331	0	0.045399495	0	0	0	0.036	0.174296289	1.014220644
TCGA-V1-A9OF	PRAD	-0.302268314	-0.722368502	0.420100188	0	0	0.0698517	0.163165081	0	0.1852395	0	0.012877591	0	0	0	0.011635207	0.021370526	0	0.035067391	0.329146925	0	0	0.171646078	0	0	0	0.55	0.011035042	1.075170364
TCGA-V1-A9OH	PRAD	0.244448057	-0.738724728	0.983172785	0.038062535	0.006801739	0.026589124	0.155022296	0	0.196343326	0	0.063193639	0.003372013	0	0.020509689	0.005291261	0.032554279	0	0.083814322	0.269472081	0.028788271	0	0.070185427	0	0	0	0.34	0.040721905	1.066546015
TCGA-V1-A9OL	PRAD	0.19201323	-0.609221397	0.801234627	0.119792587	0	0.136930886	0.116051246	0	0.26734111	0	0.031830364	0.017250049	0	0	0.042689233	0.009114046	0.025385906	0.052210094	0.127184338	0.023444026	0	0.030776116	0	0	0	0.006	0.316515157	0.960032765
TCGA-V1-A9OQ	PRAD	0.34739066	-0.741412038	1.088802698	0.040203371	0	0.121475107	0.232269452	0	0.041950815	0	0.201904888	0.006408104	0	0	0.080521146	0.018528656	0.004586924	0.018446211	0.099095317	0	0.005412438	0.12919757	0	0	0	0.02	0.21370553	1.011449813
TCGA-V1-A9OT	PRAD	-0.551752555	-0.919477929	0.367725375	0	0.105878029	0.12982945	0.287448696	0	0.016454964	0	0.094863457	0.061422327	0	0	0.103228142	0.018511558	0	0.002780489	0.088295514	0	0	0.091287373	0	0	0	0.016	0.225262531	1.014226088
TCGA-V1-A9OX	PRAD	-0.41790436	-0.857877656	0.439973296	0.031227042	0	0.101650265	0.169666756	0	0.122755234	0	0.12618494	0.024146967	0	0.000445899	0.064592297	0.033658013	0.075528818	0.030732434	0.163268475	0	0	0.05614286	0	0	0	0.03	0.185025779	1.013850149
TCGA-V1-A9OY	PRAD	-0.315968768	-0.705529361	0.389560594	0.096207522	0	0.142958733	0.186144563	0	0.180926458	0	0.046205531	0.001161636	0	0	0.043311499	0.021930528	0.02667566	0.045614219	0.125401266	0.004918908	0.000828157	0.07771532	0	0	0	0.006	0.305943677	0.963367688
TCGA-V1-A9Z7	PRAD	0.277647213	-0.772232932	1.049880145	0.048228102	0.000590046	0.006140475	0.084688307	0	0.15049677	0	0.066969482	0	0	0	0.033322629	0.010511971	0	0.045833265	0.413989278	0	0	0.139229675	0	0	0	0.06	0.139243588	1.027252859
TCGA-V1-A9Z8	PRAD	0.282425299	-0.723316619	1.005741918	0.025588437	0	0.038034206	0.130690387	0	0.164943901	0	0.033104057	0.027653156	0	0	0.095958597	0.029522306	0	0.011169646	0.172618886	0.011525635	0	0.259190786	0	0	0	0.04	0.165969358	1.021276746
TCGA-V1-A9Z9	PRAD	-0.42000558	-0.755311983	0.335306403	0	0.016923806	0.058598447	0.080658815	0	0.170574715	0	0.065409641	0	0	0	0.061962468	0.012207349	0.016485793	0.053698495	0.279692381	0.007885658	0	0.175902432	0	0	0	0.38	0.032658445	1.063737335
TCGA-V1-A9ZG	PRAD	-0.541138183	-0.562855918	0.021717735	0.009352743	0	0.038313224	0.193092153	0	0.088696734	0	0.033960059	0	0	0	0.036613647	0.074113628	0	0.004452073	0.352175761	0	0.02558633	0.098717367	0.036930197	0.007996083	0	0.286	0.05431193	1.059030332
TCGA-V1-A9ZI	PRAD	-0.262443577	-0.778090748	0.51564717	0	0.066810552	0.035933576	0.090390729	0	0.025352298	0	0.077340922	0	0	0.017702089	0.011442725	0.006582594	0.150846011	0.027311661	0.444070264	0	0	0.046216578	0	0	0	0.02	0.204670864	1.010381601
TCGA-V1-A9ZK	PRAD	-0.48297978	-0.831995652	0.349015872	0	0.009849608	0.0344564	0.128918178	0	0.249205601	0	0.015146388	0.031290443	0	0.019804253	0.035829067	0.058621479	0	0.052050577	0.286378719	0.013262421	0	0.065186866	0	0	0	0.71	-0.005770003	1.086565026
TCGA-V1-A9ZR	PRAD	-0.457718628	-0.809464019	0.351745392	0.020316583	0.060640282	0.025207679	0.115464391	0	0.132572488	0	0.147759187	0.020976183	0	0	0.045222169	0.01572753	0.03952887	0.034409716	0.287123186	0.00410331	0	0.050948426	0	0	0	0.022	0.19693739	1.005568785
TCGA-VN-A88I	PRAD	-0.688644301	-0.608168514	-0.080475787	0.009722403	0.061830007	0.022252626	0.167351476	0	0.160308334	0	0.056427735	0.042559136	0	0.017553068	0.029123959	0.035857571	0	0.006126137	0.137152709	0.000972061	0	0.252762778	0	0	0	0.044	0.158426088	1.025448699
TCGA-VN-A88K	PRAD	-0.38414154	-0.620537628	0.236396088	0	0.019513635	0.039633232	0.095607601	0	0.18404617	0	0.056172499	0	0	0.004408589	0.040295916	0.02824682	0.000206332	0.023101657	0.274050398	0.000918543	0	0.233798607	0	0	0	0.328	0.043920839	1.062677012
TCGA-VN-A88L	PRAD	-0.552027556	-0.701181801	0.149154246	0	0.038846842	0.019219708	0.151798636	0	0.156080214	0	0.115081319	0	0	0	0.078011971	0.02049269	0.042373912	0.065780113	0.199043554	0	0	0.113271042	0	0	0	0.952	-0.03613714	1.101373992
TCGA-VN-A88M	PRAD	-0.41839453	-0.7747288	0.35633427	0.118126228	0	0.287663287	0.149381201	0	0.109203246	0	0.153364577	0	0	0	0.014760234	0.022608364	0.002481427	0.03314409	0.066210184	0	0	0.03622814	0.006829022	0	0	0.004	0.377585113	0.949859495
TCGA-VN-A88N	PRAD	0.31978407	-0.640956092	0.960740162	0.028873584	0	0.056217262	0.220408745	0	0.111841242	0	0.170121802	0	0	0.015063696	0.000765159	0.04012999	0	0.075695941	0.178053756	0	0	0.102828824	0	0	0	0.512	0.016125686	1.085262419
TCGA-VN-A88O	PRAD	-0.339412569	-0.774548917	0.435136347	0.015328805	0.024832095	0	0.236775619	0	0.102105888	0	0.148382438	0.004389077	0	0	0.053072793	0.005131864	0.08945896	0.094068118	0.09458106	0	0	0.131873283	0	0	0	0.478	0.021412844	1.091577712
TCGA-VN-A88P	PRAD	0.490228356	-0.629212785	1.119441142	0.124269414	0	0.039329608	0.112430386	0	0.235944123	0	0.084501811	0.019581653	0	0	0.037301315	0.028143882	0	0.045159936	0.1147389	0.000866658	0	0.157732314	0	0	0	0.052	0.145642846	1.030436899
TCGA-VN-A88Q	PRAD	-0.436585104	-0.604422861	0.167837757	0	0.09968829	0.034379504	0.105854858	0	0.114673611	0	0.086403143	0.000705749	0	0	0.041943267	0	0.126269203	0.042687858	0.238088106	0	0	0.10930641	0	0	0	0.328	0.044035789	1.060560816
TCGA-VN-A88R	PRAD	0.483332083	-0.763823403	1.247155486	0.02705651	0	0.109336507	0.052569153	0	0.066096252	0	0.039626971	0	0	0	0.042815668	0.019558206	0	0.014495664	0.39801201	0	0.001027556	0.229405504	0	0	0	0.168	0.085199402	1.051976214
TCGA-VN-A943	PRAD	0.343541373	-0.728515272	1.072056645	0	0.056345923	0.173229319	0.140495403	0	0.235774432	0	0.051742947	0	0	0	0.0439085	0.021619552	0.078413062	0.027638013	0.058302092	0	0.004287971	0.108242786	0	0	0	0.98	-0.046216655	1.121167556
TCGA-VP-A872	PRAD	-0.678597361	-0.565257888	-0.113339473	0.201165719	0	0.227963176	0.062373136	0	0.137064892	0	0.076451814	0.041593056	0	0	0.072881985	0.02901644	0.024877604	0	0.062293839	0	0.033321714	0.030928198	0	6.84E-05	0	0.002	0.45018819	0.899236308
TCGA-VP-A875	PRAD	0.317878361	-0.664809258	0.982687619	0	0.208914786	0.167750341	0.03811658	0	0.018683824	0	0.150126536	0	0	0	0.039621367	0.040966329	0.025045715	0.046950185	0.131791519	0	0	0.132032819	0	0	0	0.352	0.037530775	1.090400215
TCGA-VP-A876	PRAD	0.399436344	-0.679627702	1.079064045	0	0.006591262	0.082122155	0.19411	0	0.169566161	0	0.135762148	0	0	0	0.041914485	0.008985417	0.057180572	0.157092772	0.091746971	0.010254012	0	0.030768691	0.013905355	0	0	0.796	-0.014016966	1.118067671
TCGA-VP-A878	PRAD	-0.65086931	-0.80825961	0.1573903	0.035660069	0	0.05166218	0.129278622	0	0.082012665	0	0.106281115	0	0	0	0.048453141	0.027469954	0.070624372	0.021596873	0.20260534	0.003790032	0	0.202475301	0.018090337	0	0	0.09	0.117205842	1.032794261
TCGA-VP-A879	PRAD	-0.471822484	-0.634944843	0.16312236	0.084189713	0	0.130859765	0.178751568	0	0.12189436	0	0.02897392	0	0	0	0.100856139	0.050010217	0	0.005156401	0.136236118	0.014893607	0.008066843	0.140111351	0	0	0	0.03	0.184405892	1.015896017
TCGA-VP-A87B	PRAD	-0.623491825	-0.593227604	-0.030264222	0.000831258	0.001433613	0.141920013	0.125960628	0	0.120474775	0	0.065620823	0	0	0.074527156	0.037815375	0.080020021	0	0.008805621	0.246284085	0.009081483	0	0.087225147	0	0	0	0.514	0.015916781	1.077206261
TCGA-VP-A87C	PRAD	-0.617608209	-0.469243212	-0.148364997	0.142877161	0	0.010613814	0.14409895	0	0.29421332	0	0.117070996	0.059209214	0	0	0.0417558	0.012970579	0.03038303	0.061523356	0.060541673	0.008999239	0.000226553	0.015516316	0	0	0	0.02	0.204124397	1.027479084
TCGA-VP-A87D	PRAD	-0.345466125	-0.753963855	0.40849773	0.082446427	0	0.160901526	0.14147406	0	0.183016012	0	0.07021659	0	0	0	0.054151275	0.020366092	0	0.051627142	0.158361841	0.027540299	0	0.049898736	0	0	0	0.02	0.20883355	1.008643751
TCGA-VP-A87E	PRAD	-0.561905833	-0.572054653	0.01014882	0.058208785	0	0.10677549	0.145568363	0	0.230168282	0	0.11079606	0	0	0	0.058420453	0.021075218	0.030325422	0.05695566	0.11742109	0	0.005635279	0	0.058027327	0	0.00062257	0.014	0.234250138	0.998902657
TCGA-VP-A87H	PRAD	-0.603893581	-0.701899085	0.098005504	0.080490531	0	0.104422707	0.083132945	0	0.188071715	0	0.197281961	0	0	0	0.020483294	0.049314187	0	0.040770696	0.142632253	0	0	0	0.093399712	0	0	0.188	0.077711281	1.064665767
TCGA-VP-A87J	PRAD	0.364232862	0.443689363	-0.079456501	0.028257849	0	0	0.132277838	0	0.253195859	0	0.058949754	0.013222311	0	0	0.052208503	0.111589761	0.061841505	0.027347908	0.179886526	0	0.009655608	0.023365462	0	0.048201116	0	0.732	-0.008847544	1.092684562
TCGA-VP-A87K	PRAD	0.275455156	-0.475529599	0.750984756	0	0.035250562	0.093402262	0.247406366	0	0.040785263	0	0.095821245	0.033602186	0	0	0.037038351	0.052507563	0.043008689	0.142396268	0.096179	0.021073484	0	0.061528761	0	0	0	0.068	0.135005456	1.039660873
TCGA-VP-AA1N	PRAD	-0.288091002	-0.696283142	0.40819214	0.005945161	0	0.018845486	0.15774814	0	0.104980194	0	0.063108657	0.014829426	0	0	0.075754381	0.064690936	0	0.023207118	0.347295753	0.000633927	0.012335983	0	0.098525771	0.012099066	0	0.24	0.062780972	1.065982274
TCGA-WW-A8ZI	PRAD	-0.329112158	-0.71459188	0.385479723	0	0.097643073	0.036109431	0.141923181	0	0.144762777	0	0.136740336	0	0	7.48E-05	0.034580328	0.028255455	0.074857751	0.074574413	0.097584669	0	0	0.132893747	0	0	0	0.766	-0.011815334	1.088065257
TCGA-X4-A8KQ	PRAD	-0.45459555	-0.637315535	0.182719985	0.014457699	0	0.125962823	0.141491502	0	0.062466231	0	0.128441648	0	0	0	0.111176078	0.034488701	0.01237013	0.027452249	0.21308121	0	0	0	0.128611729	0	0	0.286	0.054184705	1.076804744
TCGA-X4-A8KS	PRAD	-0.445648652	-0.758028451	0.312379799	0	0.051309672	0.164622479	0.232778057	0	0.036456083	0	0.105730761	0.031146631	0	0.000452472	0.02191378	0.046627428	0.023907912	0.046894892	0.123359712	0.008498179	0	0.096783488	0	0.009518455	0	0.006	0.309062046	0.960173922
TCGA-XA-A8JR	PRAD	0.370706864	-0.628069316	0.99877618	0.030743336	0.010419505	0.073260974	0.093757525	0	0.068109793	0	0.15788291	0	0	0	0.104147987	0.034923357	0	0.077558413	0.195522669	0	0	0.149866082	0.003807451	0	0	0.366	0.035340837	1.068691902
TCGA-XJ-A83F	PRAD	0.354430909	-0.649868349	1.004299257	0	0.053457173	0.017518418	0.099803972	0	0.007916632	0	0.105875817	0	0	0.01912968	0.030814295	0.010856197	0.202803675	0.020765037	0.31141852	0	0	0.119640585	0	0	0	0.638	0.00147036	1.088209915
TCGA-XJ-A83G	PRAD	-0.2643474	-0.763456004	0.499108604	0.000169476	0.028340753	0.035446176	0.203864324	0	0	0	0.078584743	0.001169285	0	0.012140155	0	0.047777711	0.142154119	0.001458215	0.190043083	0	0	0.258851961	0	0	0	0.584	0.007082548	1.080217319
TCGA-XJ-A83H	PRAD	-0.368561011	-0.483097715	0.114536704	0.008421269	0.004047486	0.043694058	0.234111521	0	0.131201826	0	0.050387623	0	0	0	0.105658493	0.080198841	0	0.016699699	0.132869433	0	0.015809697	0	0.145277288	0.031622765	0	0.442	0.025509359	1.095036961
TCGA-XJ-A9DI	PRAD	-0.57993087	-0.667893625	0.087962756	0.018982784	0	0.035203852	0.203525132	0	0.216648236	0	0.120915244	0.002300399	0	0.001907646	0.0372285	0.008652772	0.047645599	0.074779808	0.169625663	0.021430587	0	0.041153778	0	0	0	0.014	0.229852604	1.000386816
TCGA-XJ-A9DK	PRAD	-0.473760098	-0.714485312	0.240725214	0.039621602	0	0.134091465	0.246935735	0	0.083163004	0	0.082662754	0	0	0	0.053961129	0.020284933	0.095412943	0.008294996	0.192796488	0	0.001267397	0.041507555	0	0	0	0.018	0.214363164	1.004465388
TCGA-XJ-A9DQ	PRAD	-0.296906427	-0.831547364	0.534640937	0	0.050351772	0.187819807	0.24120512	0	0.10206384	0	0.079175234	0	0	0	0.053702332	0.015716868	0	0.007294613	0.148568431	0	0	0.114101983	0	0	0	0.192	0.076796406	1.075476774
TCGA-XJ-A9DX	PRAD	-0.409291225	-0.806894896	0.397603671	0	0.138157871	0.034582827	0.140767769	0	0.091516155	0	0.034684108	0	0	0.002837675	0	0.011497233	0	0.077568897	0.368925698	0.0019906	0	0.097471167	0	0	0	0.528	0.013827618	1.074719727
TCGA-XK-AAIR	PRAD	-0.307060773	-0.80193068	0.494869907	0.056717443	0	0.04721664	0.197803902	0	0.151862489	0	0.040522784	0.042538799	0	0	0.032757866	0.049415791	0.068982036	0.046446472	0.118711906	0.013887702	0	0.133136171	0	0	0	0.042	0.160714628	1.017911963
TCGA-XK-AAIV	PRAD	-0.48237153	-0.53162705	0.049255519	0.046667754	0.037825707	0.012948137	0.099235407	0	0.254072447	0	0.044140293	0.038078043	0	0	0.007293642	0.025630514	0.055002145	0.064181119	0.233064766	0.039370931	0.000831338	0.041657758	0	0	0	0.056	0.141121798	1.027338033
TCGA-XK-AAIW	PRAD	0.643648906	-0.412784134	1.05643304	0.025710619	0	0.023432308	0.432526959	0	0	0.003044619	0.147595837	0.071173739	0	0	0.073141235	0.011093199	0	0.049699271	0.159321547	9.07E-05	0	0.002277803	0	0	0.000892145	0.116	0.101032692	1.09398477
TCGA-XK-AAJ3	PRAD	-0.251424646	-0.660155532	0.408730886	0	0.108542975	0.062277959	0.107285362	0	0.091409107	0	0.042958658	0	0	0	0.06069966	0.038086846	0	0.032410403	0.395013932	0.000833975	0	0.060481122	0	0	0	0.606	0.004802634	1.08016886
TCGA-XK-AAJA	PRAD	-0.471133042	-0.623379525	0.152246483	0	0.018424206	0.103149214	0.099049187	0	0.155995368	0	0.080739592	0	0	0	0.076481768	0.006496332	0.040683685	0.038636871	0.129005824	0	0.006072148	0.245265803	0	0	0	0.3	0.051621592	1.06488142
TCGA-XK-AAJP	PRAD	0.240318064	-0.663723695	0.904041759	0	0.072414406	0.013597301	0.124692325	0	0.15921089	0	0.009290784	0	0	0	0.041697028	0.02303405	0	0.060442604	0.248768538	0.007895436	0	0.238956638	0	0	0	0.746	-0.010129692	1.08199912
TCGA-XK-AAJR	PRAD	-0.475509369	-0.828271066	0.352761697	0	0.006814192	0.073683965	0.09950664	0	0.108394229	0	0.008690612	0	0	0	0.055491372	0.052917911	0	0.013647498	0.274929023	0.012292299	0	0.293632259	0	0	0	0.128	0.094124537	1.046250432
TCGA-XK-AAJT	PRAD	-0.636385048	-0.63192701	-0.004458038	0.00354862	0	0.214790212	0.118561445	0	0.151421386	0	0.118908944	0	0	0	0.011488863	0.030528678	0.01734309	0.068555508	0.218574324	0	0.001625121	0.04465381	0	0	0	0.006	0.302719122	0.966227991
TCGA-XK-AAJU	PRAD	-0.428889124	-0.924217557	0.495328433	0.037196071	0	0.112992237	0.237917418	0	0.011856751	0	0.119006579	0.019854798	0	0	0.07319777	0.02035076	0	0.021854043	0.191649908	0.002600882	0	0.151522783	0	0	0	0.018	0.223454158	0.996807815
TCGA-XK-AAK1	PRAD	0.390203314	-0.756295374	1.146498688	0.052806787	0	0.127827257	0.171486657	0	0.149237518	0	0.041906564	0.006695132	0	0	0.04091783	0.052605483	0.001366787	0.025006616	0.165844475	0.001349907	0	0.162948987	0	0	0	0.016	0.223670986	0.993858159
TCGA-XQ-A8TA	PRAD	-0.213388865	0.586553181	-0.799942046	0	0.037337482	0.012067791	0.034604903	0	0.331708621	0	0.055431028	0	0	0.047037561	0.025375489	0.04393389	0.140122132	0	0.090105947	0	0.00973533	0.172539826	0	0	0	0.988	-0.04905319	1.105040536
TCGA-XQ-A8TB	PRAD	-0.383781466	-0.422264405	0.038482939	0.031359495	0.001285235	0.111909685	0.112568241	0	0.184968012	0	0.085746924	0	0	0	0.0712291	0.012609441	0.008709668	0.03993865	0.20949277	0.009180989	0	0	0.12100179	0	0	0.49	0.01890304	1.08548345
TCGA-Y6-A8TL	PRAD	-0.394799185	-0.64460229	0.249803106	0.019488083	0	0.141137057	0.167552021	0	0.235946232	0	0.110375328	0	0	0	0.05666974	0.020440652	0.000656366	0.017131754	0.124596643	0	0.004592683	0.10141344	0	0	0	0.022	0.194521032	1.019093221
TCGA-Y6-A9XI	PRAD	-0.34703951	-0.68991963	0.34288012	0	0.032065604	0.123795121	0.107456239	0	0.066944271	0	0.10518046	0	0	0	0.05787905	0.060662948	0	0.028846285	0.215980042	0.003430428	0.005245376	0.192514176	0	0	0	0.022	0.197532878	1.000709306
TCGA-YJ-A8SW	PRAD	-0.218349972	0.319392566	-0.537742539	0	0.082174201	0.055401297	0.150726464	0	0.101616952	0	0.121479619	0	0	0	0.006355375	0.028208978	0	0.072600315	0.293375245	0.016072759	0	0.071988796	0	0	0	0.098	0.110163008	1.036744128
TCGA-YL-A8HJ	PRAD	-0.634388936	-0.555691629	-0.078697306	0.119625554	0	0.03628297	0.109947136	0	0.207655062	0	0.065939001	0.00217167	0	0	0.04939443	0.01301268	0.062646533	0.045863553	0.149751965	0.026521746	0	0.111187702	0	0	0	0.04	0.163813313	1.015848329
TCGA-YL-A8HK	PRAD	-0.627916947	-0.463103468	-0.164813479	0.09583798	0	0.074200604	0.074113158	0	0.227414958	0	0.133733222	0	0	0	0.038034231	0.035343142	0.06321716	0.056186137	0.129625961	0.010039759	0	0.06225369	0	0	0	0.012	0.252826018	0.98223921
TCGA-YL-A8HL	PRAD	0.24831967	-0.782750031	1.031069702	0	0.011409472	0.142157549	0.067801095	0	0.144228085	0	0.091955239	0	0	0	0.071382201	0.036671664	0.0434492	0.124415963	0.150221016	0	0	0.116308516	0	0	0	0.4	0.030189993	1.075088664
TCGA-YL-A8HM	PRAD	0.649624708	-0.694078746	1.343703454	0.0343375	0	0.022828306	0.362688347	0	0.036224489	0	0.117730608	0.075205207	0	0	0.052642025	0.034583875	0	0.059855	0.157806769	0.023000435	0	0.023097441	0	0	0	0.124	0.096606461	1.074772517
TCGA-YL-A8HO	PRAD	-0.626647283	-0.68489376	0.058246477	0.029669837	0.067425359	0	0.086419639	0	0.165278136	0	0.093290894	0	0	0	0.044472644	0.009966764	0	0.020983853	0.351266376	0.01768105	0	0.113545449	0	0	0	0.016	0.224503547	0.991074275
TCGA-YL-A8S8	PRAD	-0.413553678	0.408976793	-0.82253047	0.059173626	0	0.083018133	0.109284896	0	0.171837955	0	0.075121523	0	0	0	0.045156254	0.033277892	0.037824423	0.042020207	0.216952578	0	0.000547604	0	0.125784911	0	0	0.092	0.115058791	1.039990243
TCGA-YL-A8S9	PRAD	0.356380932	-0.646007724	1.002388656	0	0.093717554	0.050876127	0.028773322	0	0.160069247	0	0.032978289	0	0	0	0.060460081	0.011643354	0.04586605	0.006016198	0.231896155	0	0.051631761	0.226071863	0	0	0	0.992	-0.05302382	1.092252778
TCGA-YL-A8SA	PRAD	0.338695235	-0.669132493	1.007827729	0	0	0.159083055	0.122833694	0	0.035648005	0	0.136472122	0	0	0	0.088164818	0.038210923	0.042871023	0.09913356	0.113158589	0.017560254	0	0.146863959	0	0	0	0.088	0.118711563	1.040463856
TCGA-YL-A8SB	PRAD	-0.466285154	-0.672953279	0.206668125	0.068837332	0	0.105995618	0.083353133	0	0.139625252	0	0.100550465	0	0	0	0.066405211	0.019709351	0	0.003978618	0.196726008	0.015388652	0	0.199430361	0	0	0	0.01	0.266157742	0.974840469
TCGA-YL-A8SC	PRAD	-0.263655224	-0.341733562	0.078078338	0.048699376	0	0.038713088	0.256029191	0	0.120788445	0	0.076758933	0.035606144	0	0	0.027409458	0.063516061	0.072716122	0.057961599	0.125747802	0	0	0.076053781	0	0	0	0.05	0.148064886	1.029481238
TCGA-YL-A8SF	PRAD	-0.276642406	-0.647174086	0.37053168	0	0.063426242	0.066166334	0.129421361	0	0.202579548	0	0.032706452	0.028589359	0	0	0.023394439	0.023250412	0.012382281	0.010456398	0.33345877	0	0.011627624	0.06254078	0	0	0	0.61	0.004325228	1.081167514
TCGA-YL-A8SH	PRAD	-0.456521342	-0.739575041	0.283053699	0.004110937	0.037125501	0	0.197171999	0	0.183899501	0	0.022541849	0	0	0.036845437	0	0.054813971	0	0.071287119	0.275838025	0.006445782	0	0.103045553	0	0.006874324	0	0.778	-0.012883235	1.087946892
TCGA-YL-A8SI	PRAD	-0.450072083	-0.798665115	0.348593032	0.055393547	0	0.039256245	0.088689896	0	0.173351467	0	0.078978903	0	0	0	0.022092513	0.103134419	0.020648284	0.02506944	0.217689488	0	0	0.139854838	0.007733759	0	0.028107201	0.222	0.064738305	1.048041503
TCGA-YL-A8SJ	PRAD	0.388679022	-0.624999915	1.013678937	0.063904815	0	0.132834098	0.094666864	0	0.140185221	0	0.060543686	0	0	0	0.053043329	0.01552446	0.043454377	0.015321582	0.346843308	0	0	0.03116956	0.002508699	0	0	0.054	0.143579791	1.031075062
TCGA-YL-A8SK	PRAD	-0.493825163	-0.817286012	0.323460848	0.096835059	0	0.147088247	0.189932469	0	0.15168614	0	0.096158977	0	0	0.020486626	0	0.021742439	0	0.051998399	0.092649708	0	0	0	0.131421935	0	0	0.006	0.311551231	0.964408423
TCGA-YL-A8SL	PRAD	0.238584608	-0.631381239	0.869965848	0	0.102732886	0.084844492	0.123381023	0	0.087125552	0	0.150461715	0	0	0	0.100961349	0.044887242	0.013996439	0.043351385	0.162195818	0.03163302	0	0.054429082	0	0	0	0.126	0.0958244	1.049028491
TCGA-YL-A8SO	PRAD	-0.523027523	-0.606967925	0.083940403	0	0.067691057	0.100729732	0.131790365	0	0.068072135	0	0.065920616	0	0	0.058526684	0.000255034	0.036558892	0.059825263	0.022957221	0.305397586	0.02163593	0	0.060639485	0	0	0	0.42	0.027973148	1.067791093
TCGA-YL-A8SP	PRAD	0.380798276	-0.577405556	0.958203832	0	0.051686135	0.019283987	0.038731941	0	0.284452207	0	0	0	0	0	0.070253807	0.02946431	0	0.033001087	0.296928379	0	0.001777161	0.174420985	0	0	0	0.732	-0.009108852	1.081552904
TCGA-YL-A8SQ	PRAD	-0.583518153	-0.757210214	0.173692061	0.051843018	0.060240293	0.040510725	0.087979129	0	0.214964675	0	0.088068972	0.001438057	0	0	0.064339732	0.028271412	0	0.042410643	0.142790665	0.004812047	0	0.172330633	0	0	0	0.032	0.179540173	1.011560585
TCGA-YL-A8SR	PRAD	0.228746477	-0.752946823	0.981693299	0	0.000983978	0.159724149	0.114001813	0	0.159472723	0	0.010944575	0	0	0	0.073723603	0.017868402	0	0.044262446	0.13477554	0	0	0.284242772	0	0	0	0.1	0.109492357	1.049554575
